Item ID,Short Name,Assessment Instrument,Assessment Instrument Version,HIT Standard Name,HIT Standard Version,Item HIT Code,Item HIT Text,Item Subsets,Response HIT Code,Assessment Response Codes,Response HIT Text
M1311_D1,Unstaged due to dressing/device: number present,OASIS,C2-012017,LOINC,2.63,54893-3,Number of pressure ulcers - unstageable due to non-removable dressing or device [CMS Assessment],01|03|04|05|09,,,
M1311_D2,Unstaged due to dressing/device: number at admit/reentry,OASIS,C2-012017,LOINC,2.63,54894-1,Number of pressure ulcers present upon admission/reentry - unstageable due to non-removable dressing [CMS Assessment],04|05|09,,,
M1311_E1,Unstaged slough/eschar: number present,OASIS,C2-012017,LOINC,2.63,54946-9,Number of pressure ulcers - unstageable due to coverage of wound bed by slough and/or eschar [CMS Assessment],01|03|04|05|09,,,
M1311_E2,Unstaged slough/eschar: number at admit/reentry,OASIS,C2-012017,LOINC,2.63,54947-7,Number of pressure ulcers present upon admission/reentry - unstageable due to coverage of wound bed by slough/eschar [CMS Assessment],04|05|09,,,
M1311_F1,Unstageable - deep tissue injury: number present,OASIS,C2-012017,LOINC,2.63,54950-1,Number of pressure ulcers - unstageable with suspected deep tissue injury in evolution [CMS Assessment],01|03|04|05|09,,,
M1311_F2,Unstageable - deep tissue injury:  number at admission/reentry,OASIS,C2-012017,LOINC,2.63,54951-9,Number of pressure ulcers present upon admission/reentry - unstageable with suspected deep tissue injury in evolution [CMS Assessment],04|05|09,,,
M1313,Worsening in pressure ulcer status since SOC/ROC,OASIS,C2-012017,LOINC,2.63,86268-0,Worsening in pressure ulcer status since start/resumption of home care [CMS Assessment],9,,,
M1313_A,New/worsening - stage 2,OASIS,C2-012017,LOINC,2.63,83283-2,Stage 2 pressure ulcers not present or at a lesser stage on admission or start/resumption of home care # [CMS Assessment],9,,,
M1313_B,New/worsening - stage 3,OASIS,C2-012017,LOINC,2.63,83284-0,Stage 3 pressure ulcers not present or at a lesser stage on admission or start or resumption of home care # [CMS Assessment],9,,,
M1313_C,New/worsening - stage 4,OASIS,C2-012017,LOINC,2.63,83285-7,Stage 4 pressure ulcers not present or at a lesser stage on admission or start/resumption of home care # [CMS Assessment],9,,,
M1313_D,New/worsening - unstageable - non-removable dressing/device,OASIS,C2-012017,LOINC,2.63,83286-5,Unstageable pressure ulcers due to non-removable dressing not present or at a lesser stage on admission or start/resumption of home care # [CMS Assessment],9,,,
M1313_E,New/worsening - unstageable coverage slough/eschar,OASIS,C2-012017,LOINC,2.63,83287-3,Unstageable pressure ulcer due to slough/eschar not present or at a lesser stage on admission or start/resumption of home care # [CMS Assessment],9,,,
M1313_F,New/worsening - unstageable - deep tissue injury,OASIS,C2-012017,LOINC,2.63,83288-1,Unstageable pressure ulcer due to deep tissue injury not present or at a lesser stage on admission or start/resumption of home care # [CMS Assessment],9,,,
M1320,Status of most problematic pressure ulcer,OASIS,C2-012017,LOINC,2.63,57229-7,Status of most problematic pressure ulcer [CMS Assessment],01|03|09,LA12197-2|LA6193-2|LA6203-9|LA6286-4|LA6300-3,00|02|01|NA|03,Newly epithelialized|Early/partial granulation|Fully granulating|No observable pressure ulcer|Not healing
M1322,Number of stage 1 pressure ulcers,OASIS,C2-012017,LOINC,2.63,,,01|03|04|05|09,LA12206-1|LA6111-4|LA6112-2|LA6113-0|LA6114-8,04|00|01|02|03,4 or more|0|1|2|3
M1322,Number of stage 1 pressure ulcers,OASIS,C2-012017,LOINC,2.54,46536-9,Number of pressure ulcers - stage 1,01|03|04|05|09,,,
M1324,Stage of most problematic pressure ulcer,OASIS,C2-012017,LOINC,2.63,57231-3,Stage of most problematic pressure ulcer [CMS Assessment],01|03|04|05|09,LA27644-6|LA6383-9|LA6384-7|LA6385-4|LA6386-2,NA|01|02|03|04,Patient has no pressure ulcers or no stageable pressure ulcers|Stage 1|Stage 2|Stage 3|Stage 4
M1330,Does this {patient/resident} have a stasis ulcer,OASIS,C2-012017,LOINC,2.63,57232-1,Stasis ulcer [CMS Assessment],01|03|04|05|09,LA12400-0|LA12401-8|LA12402-6|LA32-8,02|03|01|00,"Yes, patient has observable statis ulcers ONLY|Yes, patient has unobservable statis ulcers ONLY (known but not observable due to non-removeable dressing/device)|Yes, patient has BOTH observable and unobservable statis ulcers|No"
M1332,Number of stasis ulcers,OASIS,C2-012017,LOINC,2.63,57233-9,Number of stasis ulcers [CMS Assessment],01|03|04|05|09,LA6200-5|LA6306-0|LA6395-3|LA6404-3,04|01|03|02,Four or more|One|Three|Two
M1334,Status of most problematic stasis ulcer,OASIS,C2-012017,LOINC,2.63,57234-7,Status of most problematic stasis ulcer [CMS Assessment],01|03|04|05|09,LA6193-2|LA6203-9|LA6300-3,02|01|03,Early/partial granulation|Fully granulating|Not healing
M1340,Does this {patient/resident} have a surgical wound,OASIS,C2-012017,LOINC,2.63,57235-4,Surgical wound [CMS Assessment],01|03|04|05|09,LA12633-6|LA12634-4|LA32-8,01|02|00,"Yes, patient has at least one (observable) surgical wound|Surgical wound known but not observable due to non-removable dressing/device|No"
M1342,Status of most problematic surgical wound,OASIS,C2-012017,LOINC,2.63,57236-2,Status of most problematic surgical wound [CMS Assessment],01|03|04|05|09,LA12197-2|LA6193-2|LA6203-9|LA6300-3,00|02|01|03,Newly epithelialized|Early/partial granulation|Fully granulating|Not healing
M1350,Has skin lesion or open wound,OASIS,C2-012017,LOINC,2.63,46534-4,Skin lesion or open wound [CMS Assessment],01|03,LA32-8|LA33-6,0|1,No|Yes
M1400,When dyspneic,OASIS,C2-012017,LOINC,2.63,57237-0,Exertion level causing shortness of breath [CMS Assessment],01|03|04|05|09,LA12224-4|LA6158-5|LA6443-1|LA6445-6|LA6446-4,00|04|01|03|02,"Patient is not short of breath|At rest (during day or night)|When walking more than 20 feet, climbing stairs|With minimal exertion (for example, while eating, talking, or performing other ADLs) or with agitation|With moderate exertion (for example, while dressing, using commode or bedpan, walking distances less than 20 feet)"
M1410,Respiratory treatments utilized at home. Check all that apply,OASIS,C2-012017,LOINC,2.63,57238-8,Respiratory treatments administered at home [CMS Assessment],01|03,LA12231-9|LA6319-3|LA6438-1|LA9-3,3|1|2|4,Continuous / Bi-level positive airway pressure|Oxygen (intermittent or continuous)|Ventilator (continually or at night)|None of the above
M1501,Symptoms in heart failure {patients/residents},OASIS,C2-012017,LOINC,2.63,57239-6,Symptoms in heart failure patients [CMS Assessment],06|07|09,LA12236-8|LA32-8|LA33-6|LA9348-9,NA|00|01|02,Patient does not have diagnosis of heart failure|No|Yes|Not assessed
M1511,Heart failure follow-up. Check all that apply,OASIS,C2-012017,LOINC,2.63,57240-4,Heart failure follow-up [CMS Assessment],06|07|09,LA12237-6|LA12238-4|LA12239-2|LA12240-0|LA12241-8|LA12242-6,0|1|2|3|4|5,"No action taken|Patient’s physician (or other primary care practitioner) contacted the same day|Patient advised to get emergency treatment (for example, call 911 or go to emergency room)|Implemented physician-ordered patient-specific established parameters for treatment|Patient education or other clinical interventions|Obtained change in care plan orders (for example, increased monitoring by agency, change in visit frequency, telehealth, etc.)"
M1600,Treated for urinary tract infection past 14 days,OASIS,C2-012017,LOINC,2.63,46552-6,Treated for urinary tract infection in past 14 days [CMS Assessment],01|03|09,LA32-8|LA33-6|LA4489-6|LA6337-5,00|01|UK|NA,No|Yes|Unknown|Patient on prophylactic treatment
M1610,Urinary incontinence or urinary catheter present,OASIS,C2-012017,LOINC,2.63,46553-4,Urinary incontinence or urinary catheter present [CMS Assessment],01|03|04|05|09,LA6278-1|LA6332-6|LA6339-1,00|01|02,"No incontinence or catheter (includes anuria or ostomy for urinary drainage)|Patient is incontinent|Patient requires a urinary catheter (specifically: external, indwelling, intermittent, or suprapubic)"
M1615,When urinary incontinence occurs,OASIS,C2-012017,LOINC,2.63,57241-2,When urinary incontinence occurs [CMS Assessment],01|03|09,LA12244-2|LA12246-7|LA6191-6|LA6192-4|LA6397-9,01|03|04|02|00,Occasional stress incontinence|During the day only|During the day and night|During the night only|Timed-voiding defers incontinence
M1620,Bowel incontinence frequency,OASIS,C2-012017,LOINC,2.63,46587-2,Bowel incontinence frequency [CMS Assessment],01|03|04|05|09,LA4489-6|LA6201-3|LA6252-6|LA6263-3|LA6302-9|LA6307-8|LA6330-0|LA6440-7,UK|03|01|05|04|02|NA|00,Unknown|Four to six times weekly|Less than once weekly|More often than once daily|On a daily basis|One to three times weekly|Patient has ostomy for bowel elimination|Very rarely or never has bowel incontinence
M1630,Ostomy for bowel elimination,OASIS,C2-012017,LOINC,2.63,86471-0,Ostomy for bowel elimination in the last 14 days [CMS Assessment],01|03|04|05,LA6328-4|LA6343-3|LA6392-0,00|01|02,Patient does not have an ostomy for bowel elimination.|Patient's ostomy was not related to an inpatient stay and did not necessitate change in medical or treatment regimen.|The ostomy was related to an inpatient stay or did necessitate change in medical or treatment regimen.
M1700,Cognitive functioning,OASIS,C2-012017,LOINC,2.63,46589-8,Cognitive functioning [CMS Assessment],01|03|09,LA6153-6|LA6359-9|LA6360-7|LA6362-3|LA6399-5,00|02|03|01|04,"Alert/oriented, able to focus and shift attention, comprehends and recalls task directions independently.|Requires assistance/direction in specific situations (for example, all tasks involving shifting of attention) or consistently requires low stimulus environment due to distractibility.|Requires considerable assistance in routine situations. Is not alert and oriented or is unable to shift attention and recall directions more than half the time.|Requires prompting (cueing, repetition, reminders) only under stressful or unfamiliar conditions.|Totally dependent due to disturbances such as constant disorientation, coma, persistent vegetative state, or delirium."
M1710,When confused (reported or observed),OASIS,C2-012017,LOINC,2.63,58104-1,When confused within the last 14 days [CMS Assessment],01|03|09,LA6174-2|LA6190-8|LA6231-0|LA6270-8|LA6303-7|LA6335-9,04|03|01|00|02|NA,"Constantly|During the day and evening, but not constantly|In new or complex situations only|Never|On awakening or at night only|Patient nonresponsive"
M1720,When anxious (reported or observed),OASIS,C2-012017,LOINC,2.63,86495-9,When anxious within the last 14 days [CMS Assessment],01|03|09,LA6154-4|LA6177-5|LA6249-2|LA6297-1|LA6335-9,03|02|01|00|NA,"All of the time|Daily, but not constantly|Less often than daily|None of the time|Patient nonresponsive"
M1730,Screened for depression using validated tool,OASIS,C2-012017,LOINC,2.63,57242-0,Standardized depression screening was conducted [CMS Assessment],01|03,LA12254-1|LA12255-8|LA12256-6|LA32-8,01|02|03|00,"Yes, patient was screened using the PHQ-2© scale.|Yes, patient was screened with a different standardized, validated assessment and the patient meets criteria for further evaluation for depression.|Yes, patient was screened with a different standardized, validated assessment and the patient does not meet criteria for further evaluation for depression.|No"
M1730_A,PHQ2: little interest or pleasure in doing things,OASIS,C2-012017,LOINC,2.63,44250-9,Little interest or pleasure in doing things in last 2 weeks [Reported.PHQ],01|03,LA6568-5|LA6569-3|LA6570-1|LA6571-9,00|01|02|03,Not at all|Several days|More than half the days|Nearly every day
M1730_B,"PHQ2: feeling down, depressed or hopeless",OASIS,C2-012017,LOINC,2.63,44255-8,"Feeling down, depressed, or hopeless in last 2 weeks [Reported.PHQ]",01|03,LA6568-5|LA6569-3|LA6570-1|LA6571-9,00|01|02|03,Not at all|Several days|More than half the days|Nearly every day
M1740,"Cognitive, behavioral, and psychiatric symptoms. Check all that apply",OASIS,C2-012017,LOINC,2.63,46473-5,"Cognitive, behavioral, or psychiatric symptoms demonstrated at least one time per week [CMS Assessment]",01|03|09,LA12257-4|LA6181-7|LA6187-4|LA6228-6|LA6294-8|LA6347-4|LA6439-9,1|6|5|2|7|4|3,"Memory deficit: failure to recognize familiar persons/places, inability to recall events of past 24 hours, significant memory loss so that supervision is required|Delusional, hallucinatory, or paranoid behavior|Disruptive, infantile, or socially inappropriate behavior (excludes verbal actions)|Impaired decision-making: failure to perform usual ADLs or IADLs, inability to appropriately stop activities, jeopardizes safety through actions|None of the above behaviors demonstrated|Physical aggression: aggressive or combative to self and others (e.g., hits self, throws objects, punches, dangerous maneuvers w/wheelchair or other objects)|Verbal disruption: yelling, threatening, excessive profanity, sexual references, etc."
M1745,Frequency of behavior problems,OASIS,C2-012017,LOINC,2.63,46592-2,Frequency of behavior problems [CMS Assessment],01|03|09,LA6157-7|LA6251-8|LA6270-8|LA6304-5|LA6371-4|LA6374-8,05|01|00|02|04|03,At least daily|Less than once a month|Never|Once a month|Several times a week|Several times each month
M1750,Receives psychiatric nursing,OASIS,C2-012017,LOINC,2.63,46593-0,Receives psychiatric nursing [CMS Assessment],01|03,LA32-8|LA33-6,0|1,No|Yes
M1800,Current: grooming,OASIS,C2-012017,LOINC,2.63,46595-5,Grooming - functional ability [CMS Assessment],01|03|09,LA6131-2|LA6207-0|LA6326-8|LA6379-7,00|01|03|02,"Able to groom self unaided, with or without the use of assistive devices or adapted methods.|Grooming utensils must be placed within reach before able to complete grooming activities.|Patient depends entirely upon someone else for grooming needs.|Someone must assist the patient to groom self."
M1810,Current: dress upper body,OASIS,C2-012017,LOINC,2.63,46597-1,Dress upper body - functional ability [CMS Assessment],01|03|04|05|09,LA6127-0|LA6129-6|LA6325-0|LA6381-3,01|00|03|02,"Able to dress upper body without assistance if clothing is laid out or handed to the patient.|Able to get clothes out of closets and drawers, put them on and remove them from the upper body without assistance.|Patient depends entirely upon another person to dress the upper body.|Someone must help the patient put on upper body clothing."
M1820,Current: dress lower body,OASIS,C2-012017,LOINC,2.63,46599-7,Dress lower body - functional ability [CMS Assessment],01|03|04|05|09,LA6126-2|LA6138-7|LA6324-3|LA6380-5,01|00|03|02,"Able to dress lower body without assistance if clothing and shoes are laid out or handed to the patient.|Able to obtain, put on, and remove clothing and shoes without assistance.|Patient depends entirely upon another person to dress lower body.|Someone must help the patient put on undergarments, slacks, socks or nylons, and shoes."
M1830,Current: bathing,OASIS,C2-012017,LOINC,2.63,57243-8,Bathing - functional ability [CMS Assessment],01|03|04|05|09,LA12264-0|LA12265-7|LA12266-5|LA12267-3|LA12268-1|LA12269-9|LA12270-7,00|01|02|03|04|05|06,"Able to bathe self in shower or tub independently, including getting in and out of tub/shower.|With the use of devices, is able to bathe self in shower or tub independently, including getting in and out of the tub/shower.|Able to bathe in shower or tub with the intermittent assistance of another person: (a) for intermittent supervision or encouragement or reminders, or (b) to get in and out of the shower or tub, OR (c) for washing difficult to reach areas.|Able to participate in bathing self in shower or tub, but requires presence of another person throughout the bath for assistance or supervision.|Unable to use the shower or tub, but able to bathe self independently with or without the use of devices at the sink, in chair, or on commode.|Unable to use the shower or tub, but able to participate in bathing self in bed, at the sink, in bedside chair, or on commode, with the assistance or supervision of another person.|Unable to participate effectively in bathing and is bathed totally by another person."
M1840,Current: toileting,OASIS,C2-012017,LOINC,2.63,57244-6,Toilet transferring - functional ability [CMS Assessment],01|03|04|05|09,LA12271-5|LA12272-3|LA6245-0|LA6415-9|LA6416-7,00|01|04|02|03,"Able to get to and from the toilet and transfer independently with or without a device.|When reminded, assisted, or supervised by another person, able to get to and from the toilet and transfer.|Is totally dependent in toileting.|Unable to get to and from the toilet but is able to use a bedside commode (with or without assistance).|Unable to get to and from the toilet or bedside commode but is able to use a bedpan/urinal independently."
M1845,Current: toileting hygiene,OASIS,C2-012017,LOINC,2.63,57245-3,Toileting hygiene - functional ability [CMS Assessment],01|03|09,LA12276-4|LA12277-2|LA12278-0|LA12279-8,00|01|02|03,Able to manage toileting hygiene and clothing management without assistance.|Able to manage toileting hygiene and clothing management without assistance if supplies/implements are laid out for the patient.|Someone must help the patient to maintain toileting hygiene and/or adjust clothing.|Patient depends entirely upon another person to maintain toileting hygiene.
M1850,Current: transferring,OASIS,C2-012017,LOINC,2.63,57246-1,Transferring - functional ability [CMS Assessment],01|03|04|05|09,LA12281-4|LA12282-2|LA6136-1|LA6160-1|LA6161-9|LA6426-6,01|02|00|05|04|03,"Able to transfer with minimal human assistance or with use of an assistive device.|Able to bear weight and pivot during the transfer process but unable to transfer self.|Able to independently transfer.|Bedfast, unable to transfer and is unable to turn and position self.|Bedfast, unable to transfer but is able to turn and position self in bed.|Unable to transfer self and is unable to bear weight or pivot when transferred by another person."
M1860,Current: ambulation,OASIS,C2-012017,LOINC,2.63,57249-9,Locomotion - functional ability [CMS Assessment],01|03|04|05|09,LA12286-3|LA12287-1|LA12288-9|LA6147-8|LA6159-3|LA6170-0|LA6171-8,00|01|02|03|06|05|04,"Able to independently walk on even and uneven surfaces and negotiate stairs with or without railings (specifically: needs no human assistance or assistive device).|With the use of a one-handed device (for example, cane, single crutch, hemi-walker), able to independently walk on even and uneven surfaces and negotiate stairs with or without railings.|Requires use of a two-handed device (for example, walker or crutches) to walk alone on a level surface and/or requires human supervision or assistance to negotiate stairs or steps or uneven surfaces.|Able to walk only with the supervision or assistance of another person at all times.|Bedfast, unable to ambulate or be up in a chair.|Chairfast, unable to ambulate and is unable to wheel self.|Chairfast, unable to ambulate but is able to wheel self independently."
M1870,Current: feeding,OASIS,C2-012017,LOINC,2.63,57248-7,Feeding - functional ability [CMS Assessment],01|03|09,LA12294-7|LA6133-8|LA6142-9|LA6414-2|LA6422-5|LA6423-3,01|00|03|02|04|05,"Able to feed self independently but requires: (a) meal set-up; OR (b) intermittent assistance or supervision from another person; OR (c) a liquid, pureed or ground meat diet.|Able to independently feed self.|Able to take in nutrients orally AND receives supplemental nutrients through a nasogastric tube or gastrostomy.|Unable to feed self and must be assisted or supervised throughout the meal/snack.|Unable to take in nutrients orally and is fed nutrients through a nasogastric tube or gastrostomy.|Unable to take in nutrients orally or by tube feeding."
M1880,Current: prepare light meals,OASIS,C2-012017,LOINC,2.63,57249-5,Prepare light meals - functional ability [CMS Assessment],01|03|09,LA12299-6|LA6419-1|LA6420-9,00|02|01,"Able to independently plan and prepare all light meals for self or reheat delivered meals; or Is physically, cognitively, and mentally able to prepare light meals on a regular basis but has not routinely performed light meal preparation in the past.|Unable to prepare any light meals or reheat any delivered meals.|Unable to prepare light meals on a regular basis due to physical, cognitive, or mental limitations."
M1890,Current: telephone use,OASIS,C2-012017,LOINC,2.63,46569-0,Telephone use - functional ability [CMS Assessment],01|03|09,LA6121-3|LA6122-1|LA6124-7|LA6146-0|LA6327-6|LA6400-1|LA6409-2,02|03|00|01|NA|05|04,"Able to answer the telephone and carry on a normal conversation but has difficulty with placing calls.|Able to answer the telephone only some of the time or is able to carry on only a limited conversation.|Able to dial numbers and answer calls appropriately and as desired.|Able to use a specially adapted telephone (for example, large numbers on the dial, teletype phone for the deaf) and call essential numbers.|Patient does not have a telephone.|Totally unable to use the telephone.|Unable to answer the telephone at all but can listen if assisted with equipment."
M1900,Prior functioning ADL/IADL,OASIS,C2-012017,LOINC,2.63,58121-5,Prior Functioning ADL and IADL [CMS Assessment],01|03,,,
M1900_A,Prior functioning ADL/IADL: self-care,OASIS,C2-012017,LOINC,2.63,85070-1,Prior functioning.self care [CMS Assessment],01|03,LA12302-8|LA12303-6|LA12304-4,00|01|02,Independent|Needed some help|Dependent
M1900_B,Prior functioning ADL/IADL: ambulation,OASIS,C2-012017,LOINC,2.63,86185-6,Prior functioning.ambulation [CMS Assessment],01|03,LA12302-8|LA12303-6|LA12304-4,00|01|02,Independent|Needed some help|Dependent
M1900_C,Prior functioning ADL/IADL: transfer,OASIS,C2-012017,LOINC,2.63,86186-4,Prior functioning.transfer [CMS Assessment],01|03,LA12302-8|LA12303-6|LA12304-4,00|01|02,Independent|Needed some help|Dependent
M1900_D,Prior functioning ADL/IADL: household tasks,OASIS,C2-012017,LOINC,2.63,86187-2,Prior functioning.household tasks [CMS Assessment],01|03,LA12302-8|LA12303-6|LA12304-4,00|01|02,Independent|Needed some help|Dependent
M1910,Has {patient/resident} had a multi-factor fall risk assessment,OASIS,C2-012017,LOINC,2.63,57254-5,Standardized fall risk assessment was conducted [CMS Assessment],01|03,LA12306-9|LA27633-9|LA32-8,01|02|00,"Yes, and it does not indicate a risk for falls.|Yes, and it does indicate a risk for falls|No"
M2001,Drug regimen review,OASIS,C2-012017,LOINC,2.63,57255-2,Drug regimen review identified potential medication issues [CMS Assessment],01|03,LA27634-7|LA27635-4|LA27636-2,0|1|9,No - No issues found during review|Yes - Issues found during review|NA - Patient is not taking any medications
M2003,Medication follow-up,OASIS,C2-012017,LOINC,2.63,57281-8,Medication follow-up [CMS Assessment],01|03,LA32-8|LA33-6,0|1,No|Yes
M2005,Medication intervention,OASIS,C2-012017,LOINC,2.63,57256-0,Medication intervention [CMS Assessment],06|07|08|09,LA27681-8|LA32-8|LA33-6,9|0|1,NA - There were no clinically significant medication issues identified since SOC/ROC or patient is not taking any medications|No|Yes
M2010,{Patient/resident}/caregiver high risk drug education,OASIS,C2-012017,LOINC,2.63,57257-8,Patient/caregiver received high risk drug education [CMS Assessment],01|03,LA12317-6|LA32-8|LA33-6,NA|00|01,Patient not taking any high risk drugs OR patient/caregiver fully knowledgeable about special precautions associated with all high-risk medications|No|Yes
M2016,{Patient/resident}/caregiver drug education intervention,OASIS,C2-012017,LOINC,2.63,57195-0,Patient/caregiver drug education intervention [CMS Assessment],06|07|09,LA12320-0|LA32-8|LA33-6,NA|00|01,Patient not taking any drugs|No|Yes
M2020,Current: management of oral medications,OASIS,C2-012017,LOINC,2.63,57285-9,Management of oral medications - ability [CMS Assessment],01|03|09,LA12322-6|LA12323-4|LA12324-2|LA6135-3|LA6290-6,01|02|03|00|NA,Able to take medication(s) at the correct times if: (a) individual dosages are prepared in advance by another person; or (b) another person develops a drug diary or chart.|Able to take medication(s) at the correct times if given reminders by another person at the appropriate times|Unable to take medication unless administered by another person.|Able to independently take the correct oral medication(s) and proper dosage(s) at the correct times.|No oral medications prescribed.
M2030,Current: management of injectable medications,OASIS,C2-012017,LOINC,2.63,57284-2,Management of injectable medications - ability [CMS Assessment],01|03|04|05|09,LA12326-7|LA12327-5|LA12328-3|LA12329-1|LA6280-7,00|01|02|03|NA,Able to independently take the correct medication(s) and proper dosage(s) at the correct times.|Able to take injectable medication(s) at the correct times if: (a) individual syringes are prepared in advance by another person; or (b) another person develops a drug diary or chart.|Able to take medication(s) at the correct times if given reminders by another person based on the frequency of the injection|Unable to take injectable medication unless administered by another person.|No injectable medications prescribed.
M2040,Prior medication management,OASIS,C2-012017,LOINC,2.63,57196-8,Prior medication management [CMS Assessment],01|03,,,
M2040_A,Prior medication management: oral medications,OASIS,C2-012017,LOINC,2.63,57258-6,Oral medication management - prior ability [CMS Assessment],01|03,LA12302-8|LA12303-6|LA12304-4|LA4720-4,00|01|02|NA,Independent|Needed some help|Dependent|Not applicable
M2040_B,Prior medication management: injectable medications,OASIS,C2-012017,LOINC,2.63,57259-4,Injectable medication management - prior ability [CMS Assessment],01|03,LA12302-8|LA12303-6|LA12304-4|LA4720-4,00|01|02|NA,Independent|Needed some help|Dependent|Not applicable
M2102,Types and sources of assistance,OASIS,C2-012017,LOINC,2.63,57306-3,Types and sources of assistance [CMS Assessment],01|03|09,,,
M2102_A,"Care management, types/sources: ADL",OASIS,C2-012017,LOINC,2.63,57260-2,Non-agency caregiver ability and willingness to assist with ADL [CMS Assessment],01|03|09,LA27608-1|LA27610-7|LA27611-5|LA27612-3|LA27613-1,00|01|02|03|04,"No assistance needed - patient is independent or does not have needs in this area|Non-agency caregiver(s) currently provide assistance|Non-agency caregiver(s) need training/supportive services to provide assistance|Non-agency caregiver(s) are not likely to provide assistance OR it is unclear if they will provide assistance|Assistance needed, but no non-agency caregiver(s) available"
M2102_B,"Care management, types/sources: IADL",OASIS,C2-012017,LOINC,2.63,57261-0,Non-agency caregiver ability and willingness to assist with IADL [CMS Assessment],01|03|09,LA27608-1|LA27610-7|LA27611-5|LA27612-3|LA27613-1,00|01|02|03|04,"No assistance needed - patient is independent or does not have needs in this area|Non-agency caregiver(s) currently provide assistance|Non-agency caregiver(s) need training/supportive services to provide assistance|Non-agency caregiver(s) are not likely to provide assistance OR it is unclear if they will provide assistance|Assistance needed, but no non-agency caregiver(s) available"
M2102_C,"Care management, types/sources: medication administration",OASIS,C2-012017,LOINC,2.63,57262-8,Non-agency caregiver ability and willingness to assist with medication administration [CMS Assessment],01|03|09,LA27608-1|LA27610-7|LA27611-5|LA27612-3|LA27613-1,00|01|02|03|04,"No assistance needed - patient is independent or does not have needs in this area|Non-agency caregiver(s) currently provide assistance|Non-agency caregiver(s) need training/supportive services to provide assistance|Non-agency caregiver(s) are not likely to provide assistance OR it is unclear if they will provide assistance|Assistance needed, but no non-agency caregiver(s) available"
M2102_D,"Care management, types/sources: medical procedures/treatments",OASIS,C2-012017,LOINC,2.63,57263-6,Non-agency caregiver ability and willingness to assist with medication procedures/treatments [CMS Assessment],01|03|09,LA27608-1|LA27610-7|LA27611-5|LA27612-3|LA27613-1,00|01|02|03|04,"No assistance needed - patient is independent or does not have needs in this area|Non-agency caregiver(s) currently provide assistance|Non-agency caregiver(s) need training/supportive services to provide assistance|Non-agency caregiver(s) are not likely to provide assistance OR it is unclear if they will provide assistance|Assistance needed, but no non-agency caregiver(s) available"
M2102_E,"Care management, types/sources: equipment",OASIS,C2-012017,LOINC,2.63,57264-4,Non-agency caregiver ability and willingness to assist with management of equipment [CMS Assessment],01|03|09,LA27608-1|LA27610-7|LA27611-5|LA27612-3|LA27613-1,00|01|02|03|04,"No assistance needed - patient is independent or does not have needs in this area|Non-agency caregiver(s) currently provide assistance|Non-agency caregiver(s) need training/supportive services to provide assistance|Non-agency caregiver(s) are not likely to provide assistance OR it is unclear if they will provide assistance|Assistance needed, but no non-agency caregiver(s) available"
M2102_F,"Care management, types/sources: supervision and safety",OASIS,C2-012017,LOINC,2.63,57265-1,Non-agency caregiver ability and willingness to assist with supervision and safety [CMS Assessment],01|03|09,LA27608-1|LA27610-7|LA27611-5|LA27612-3|LA27613-1,00|01|02|03|04,"No assistance needed - patient is independent or does not have needs in this area|Non-agency caregiver(s) currently provide assistance|Non-agency caregiver(s) need training/supportive services to provide assistance|Non-agency caregiver(s) are not likely to provide assistance OR it is unclear if they will provide assistance|Assistance needed, but no non-agency caregiver(s) available"
M2102_G,"Care management, types/sources: advocacy or facilitation",OASIS,C2-012017,LOINC,2.63,57266-9,Non-agency caregiver ability and willingness to assist with advocacy or facilitation of patient participation [CMS Assessment],01|03|09,LA27608-1|LA27610-7|LA27611-5|LA27612-3|LA27613-1,00|01|02|03|04,"No assistance needed - patient is independent or does not have needs in this area|Non-agency caregiver(s) currently provide assistance|Non-agency caregiver(s) need training/supportive services to provide assistance|Non-agency caregiver(s) are not likely to provide assistance OR it is unclear if they will provide assistance|Assistance needed, but no non-agency caregiver(s) available"
M2110,How often receive non-HHA caregiver ADL/IADL assistance,OASIS,C2-012017,LOINC,2.63,57267-7,ADL or IADL assistance frequency from any caregiver [CMS Assessment],01|03,LA12344-0|LA12345-7|LA4489-6|LA6157-7|LA6308-6|LA6396-1,04|05|UK|01|03|02,"Received, but less often than weekly|No assistance received|Unknown|At least daily|One to two times per week|Three or more times per week"
M2200,Therapy need: number of visits indicated,OASIS,C2-012017,LOINC,2.63,57268-5,Therapy need # [CMS Assessment],01|03|04|05,,,
M2250,Plan of care synopsis,OASIS,C2-012017,LOINC,2.63,57197-6,Plan of care synopsis [CMS Assessment],01|03,,,
M2250_A,Plan of care synopsis: {patient/resident} specific parameters,OASIS,C2-012017,LOINC,2.63,57269-3,Plan of care includes patient-specific parameters for notifying physician of changes [CMS Assessment],01|03,LA26737-0|LA32-8|LA33-6,NA|00|01,NA - Physician has chosen not to establish patient-specific parameters for this patient. Agency will use standardized clinical guidelines accessible for all care providers to reference.|No|Yes
M2250_B,Plan of care synopsis: diabetic foot care,OASIS,C2-012017,LOINC,2.63,57270-1,Plan of care includes diabetic foot care [CMS Assessment],01|03,LA27638-8|LA32-8|LA33-6,NA|00|01,NA - Patient is not diabetic or is missing lower legs due to congenital or acquired condition (bilateral amputee))|No|Yes
